,link,pub_titles,predicted category
6844,https://www.researchgate.net/profile/Nathalie-Reuter,Cation-π Interactions between Methylated Ammonium Groups and Tryptophan in the CHARMM36 Additive Force Field,biology
6845,https://www.researchgate.net/profile/Nathalie-Reuter,Search and Subvert: Minimalist Bacterial Phosphatidylinositol-Specific Phospholipase C Enzymes,biology
6846,https://www.researchgate.net/profile/Nathalie-Reuter,A model for hydrophobic protrusions on peripheral membrane proteins,biology
6847,https://www.researchgate.net/profile/Nathalie-Reuter,Investigating the Membrane Association of the Human N-Terminal Acetyltransferase 60 (hNaa60),biology
6848,https://www.researchgate.net/profile/Nathalie-Reuter,Conservation of intrinsic dynamics in proteins-what have computational models taught us?,biology
6849,https://www.researchgate.net/profile/Nathalie-Reuter,D-Peptides as inhibitors of PR3-membrane interactions,biology
6850,https://www.researchgate.net/profile/Nathalie-Reuter,Interactions stabilizing the C-terminal helix of human phospholipid scramblase 1 in lipid bilayers: A computational study,biology
6851,https://www.researchgate.net/profile/Nathalie-Reuter,Molecular Determinants of the N-Terminal Acetyltransferase Naa60 Anchoring to the Golgi Membrane,biology
6852,https://www.researchgate.net/profile/Nathalie-Reuter,Improved CHARMM Additive Force Field Parameters to Accurately Model Tyrosine-Choline Cation-π Interactions,biology
6853,https://www.researchgate.net/profile/Nathalie-Reuter,Improving the Force Field Description of Tyrosine-Choline Cation-π Interactions: QM Investigation of Phenol-N(Me)4+ Interactions,biology
6854,https://www.researchgate.net/profile/Nathalie-Reuter,Similarity in Shape Dictates Signature Intrinsic Dynamics Despite No Functional Conservation in TIM Barrel Enzymes,biology
6855,https://www.researchgate.net/profile/Nathalie-Reuter,Proteinase 3 Is a Phosphatidylserine-binding Protein That Affects the Production and Function of Microvesicles,biology
6856,https://www.researchgate.net/profile/Nathalie-Reuter,A Role for Weak Electrostatic Interactions in Peripheral Membrane Protein Binding,biology
6857,https://www.researchgate.net/profile/Nathalie-Reuter,Investigating the Interaction of the Putative Transmembrane Domain of Human Phospholipid Scramblase with Lipid Bilayers using Molecular Dynamics Simulations,biology
6858,https://www.researchgate.net/profile/Nathalie-Reuter,Comparing the intrinsic dynamics of multiple proteins using elastic network models reveals global similarities based on their overall shape,biology
6859,https://www.researchgate.net/profile/Nathalie-Reuter,Membrane Docking of Synaptotagmin 7 C2A Domain: 2. Computation Reveals Interplay between Electrostatic and Hydrophobic Contributions,biology
6860,https://www.researchgate.net/profile/Nathalie-Reuter,Specific Transient Interactions Between a Bacillus Virulence Factor and Phosphatidylcholine in Membranes,biology
6861,https://www.researchgate.net/profile/Nathalie-Reuter,Membrane Association of Synaptotagmin 7 C2A Domain by Molecular Dynamics Simulations,biology
6862,https://www.researchgate.net/profile/Nathalie-Reuter,Interplay between Electrostatics and Cation-PI Interactions Governs the Specific Membrane Binding of Phosphatidylinositol-Specific Phospholipase-C,biology
6863,https://www.researchgate.net/profile/Nathalie-Reuter,Identifying the Choline-Cation Tyrosine-PI Interactions of an Amphitropic Protein,biology
6864,https://www.researchgate.net/profile/Nathalie-Reuter,WEBnm@ v2.0: Web server and services for comparing protein flexibility,biology
6865,https://www.researchgate.net/profile/Nathalie-Reuter,Evolution of oligomeric state through allosteric pathways that mimic ligand binding,biology
6866,https://www.researchgate.net/profile/Nathalie-Reuter,Quantifying Transient Interactions between Bacillus Phosphatidylinositol-Specific Phospholipase-C and Phosphatidylcholine-Rich Vesicles,biology
6867,https://www.researchgate.net/profile/Nathalie-Reuter,Reversible Ketomethylene-Based Inhibitors of Human Neutrophil Proteinase 3,biology
6868,https://www.researchgate.net/profile/Nathalie-Reuter,Comparing the Intrinsic Dynamics of Multiple Protein Structures Using Elastic Network Models.,biology
6869,https://www.researchgate.net/profile/Nathalie-Reuter,Two homologous neutrophil serine proteases bind to POPC vesicles with different affinities: When aromatic amino acids matter,biology
6870,https://www.researchgate.net/profile/Nathalie-Reuter,Evaluating Interpretation Of B-factors For Collective Motion Modeling,biology
6871,https://www.researchgate.net/profile/Nathalie-Reuter,Characterization of Immunological Cross-Reactivity between Enterotoxigenic Escherichia coli Heat-Stable Toxin and Human Guanylin and Uroguanylin,biology
6872,https://www.researchgate.net/profile/Nathalie-Reuter,Biochemical and cellular analysis of Ogden syndrome reveals downstream Nt-acetylation defects,biology
6873,https://www.researchgate.net/profile/Nathalie-Reuter,Benchmarking Collective Motion Predictions of Elastic Network Models,physics
6874,https://www.researchgate.net/profile/Nathalie-Reuter,Studying the Role of Protein Flexibility in Allosteric and Evolutionary Changes as Seen in PyrR Protein Family,biology
6875,https://www.researchgate.net/profile/Nathalie-Reuter,"In Silico Design, Synthesis, and Assays of Specific Substrates for Proteinase 3: Influence of Fluorogenic and Charged Groups",biology
6876,https://www.researchgate.net/profile/Nathalie-Reuter,Visual cavity analysis in molecular simulations,biology
6877,https://www.researchgate.net/profile/Nathalie-Reuter,Evaluation of Protein Elastic Network Models Based on an Analysis of Collective Motions,biology
6878,https://www.researchgate.net/profile/Nathalie-Reuter,Proteinase 3 (PR3) is a phosphatidylserine-binding protein that can bind microparticles: Relevance in the context of granulomatosis with polyangiitis (GPA),biology
6879,https://www.researchgate.net/profile/Nathalie-Reuter,Cation−π Interactions As Lipid-Specific Anchors for Phosphatidylinositol-Specific Phospholipase C,biology
6880,https://www.researchgate.net/profile/Nathalie-Reuter,Revealing Transient Interactions Between Phosphatidylinositol-Specific Phospholipase C and Phosphatidylcholine-Rich Lipid Vesicles,biology
6881,https://www.researchgate.net/profile/Nathalie-Reuter,Examining the Flexibility of Tim Barrel Proteins Based on their Structural Topology,biology
6882,https://www.researchgate.net/profile/Nathalie-Reuter,Cation-PI Interactions as Specific Anchors for B. Thurigiensis Phosphoinositol-Specific Phospholipase-C Binding to Phosphatidylcholine Bilayer,biology
6883,https://www.researchgate.net/profile/Nathalie-Reuter,Probing for π-Cation Interactions in the Binding of B. Thuringiensis Phosphatidylinositol-Specific Phospholipase C Phosphatidylcholine-Rich Vesicles,biology
6884,https://www.researchgate.net/profile/Nathalie-Reuter,Comparing Normal Modes of Protein Structures using Webnm@ 2.0,biology
6885,https://www.researchgate.net/profile/Nathalie-Reuter,Does Changing the Predicted Dynamics of a Phospholipase C Alter Activity and Membrane Binding?,biology
6886,https://www.researchgate.net/profile/Nathalie-Reuter,Comparing aminoglycoside binding sites in bacterial ribosomal RNA and aminoglycoside modifying enzymes,biology
6887,https://www.researchgate.net/profile/Nathalie-Reuter,Specificity and Versatility of Substrate Binding Sites in Four Catalytic Domains of Human N-Terminal Acetyltransferases,biology
6888,https://www.researchgate.net/profile/Nathalie-Reuter,Implicit Surfaces for Interactive Graph Based Cavity Analysis of Molecular Simulations,physics
6889,https://www.researchgate.net/profile/Nathalie-Reuter,A dynamic model of long-range conformational adaptations triggered by nucleotide binding in GroEL-GroES,biology
6890,https://www.researchgate.net/profile/Nathalie-Reuter,Nuclear-to-cytoplasmic Relocalization of the Proliferating Cell Nuclear Antigen (PCNA) during Differentiation Involves a Chromosome Region Maintenance 1 (CRM1)-dependent Export and Is a Prerequisite for PCNA Antiapoptotic Activity in Mature Neutrophils,biology
6891,https://www.researchgate.net/profile/Nathalie-Reuter,Measuring and comparing structural fluctuation patterns in large protein datasets,biology
6892,https://www.researchgate.net/profile/Nathalie-Reuter,PR3 Interacts Directly to Lipid Bilayers: Evidence from MD Simulations and SPR Experiments,biology
6893,https://www.researchgate.net/profile/Nathalie-Reuter,Anchoring of PI-PLC to DMPC Bilayers Involves Specific Cation-PI Interactions,physics
6894,https://www.researchgate.net/profile/Nathalie-Reuter,"Dynamics, flexibility and ligand-induced conformational changes in biological macromolecules: A computational approach",biology
6895,https://www.researchgate.net/profile/Nathalie-Reuter,"Molecular analysis of the membrane insertion domain of proteinase 3, the Wegener's autoantigen, in RBL cells: Implication for its pathogenic activity",biology
6896,https://www.researchgate.net/profile/Nathalie-Reuter,Interactive Visual Analysis of Temporal Cluster Structures,biology
6897,https://www.researchgate.net/profile/Nathalie-Reuter,Nucleocytoplasmic relocalization of the Proliferating cell nuclear antigen (PCNA) during differentiation is essential for its antiapoptotic activity in mature neutrophil : identification of a nuclear export sequence.,biology
6898,https://www.researchgate.net/profile/Nathalie-Reuter,Integrating cluster formation and cluster evaluation in interactive visual analysis,biology
6899,https://www.researchgate.net/profile/Nathalie-Reuter,Conformational Sampling and Nucleotide-Dependent Transitions of the GroEL Subunit Probed by Unbiased Molecular Dynamics Simulations,biology
6900,https://www.researchgate.net/profile/Nathalie-Reuter,Exploring the factors determining the dynamics of different protein folds,biology
6901,https://www.researchgate.net/profile/Nathalie-Reuter,Principal component and normal mode analysis of proteins; a quantitative comparison using the GroEL subunit,biology
6902,https://www.researchgate.net/profile/Nathalie-Reuter,Proliferating cell nuclear antigen acts as a cytoplasmic platform controlling neutrophil survival,biology
6903,https://www.researchgate.net/profile/Nathalie-Reuter,Molecular Dynamics Simulations of Mixed Acidic/Zwitterionic Phospholipid Bilayers,biology
6904,https://www.researchgate.net/profile/Nathalie-Reuter,How does Proteinase 3 interact with lipid bilayers?,biology
6905,https://www.researchgate.net/profile/Nathalie-Reuter,Structures of human proteinase 3 and neutrophil elastase - So similar yet so different,biology
6906,https://www.researchgate.net/profile/Nathalie-Reuter,The Functional Role of Membrane Bound Proteinase 3,biology
6907,https://www.researchgate.net/profile/Nathalie-Reuter,Interaction of proteinase 3 with its associated partners: Implications in the pathogenesis of Wegener's granulomatosis,biology
6908,https://www.researchgate.net/profile/Nathalie-Reuter,Challenges in pK(a) Predictions for Proteins: The case of Asp213 in Human Proteinase 3,biology
6909,https://www.researchgate.net/profile/Nathalie-Reuter,Mutagenesis analysis of the insertion domain of proteinase 3 into membrane: a potential target for anti-inflammatory therapy in vasculitis,biology
6910,https://www.researchgate.net/profile/Nathalie-Reuter,Normal mode analysis for proteins,biology
6911,https://www.researchgate.net/profile/Nathalie-Reuter,Differences in the substrate binding sites of murine and human proteinase 3 and neutrophil elastase,biology
6912,https://www.researchgate.net/profile/Nathalie-Reuter,Two-Level Approach to Efficient Visualization of Protein Dynamics,biology
6913,https://www.researchgate.net/profile/Nathalie-Reuter,Bioinformatikk anvendt på lokalanestetikas virkningsmekanisme,physics
6914,https://www.researchgate.net/profile/Nathalie-Reuter,Computational prediction of the binding site of proteinase 3 to the plasma membrane,biology
6915,https://www.researchgate.net/profile/Nathalie-Reuter,Influence of Charge Distribution at the Active Site Surface on the Substrate Specificity of Human Neutrophil Protease 3 and Elastase: A KINETIC AND MOLECULAR MODELING ANALYSIS,biology
6916,https://www.researchgate.net/profile/Nathalie-Reuter,TMM@: A web application for the analysis of transmembrane helix mobility,biology
6917,https://www.researchgate.net/profile/Nathalie-Reuter,Evaluation of models for the evolution of protein sequences and functions under structural constraint,biology
6918,https://www.researchgate.net/profile/Nathalie-Reuter,A novel locust (Schistocerca gregaria) serine protease inhibitor with a high affinity for neutrophil elastase,biology
6919,https://www.researchgate.net/profile/Nathalie-Reuter,Inspection of the Binding Sites of Proteinase3 for the Design of a Highly Specific Substrate,biology
6920,https://www.researchgate.net/profile/Nathalie-Reuter,Cleavage of p21/WAF1/CIP1 by Proteinase 3 Modulates Differentiation of a Monocytic Cell Line,biology
6921,https://www.researchgate.net/profile/Nathalie-Reuter,Normal Mode-Based Fitting of Atomic Structure into Electron Density Maps: Application to Sarcoplasmic Reticulum Ca-ATPase,physics
6922,https://www.researchgate.net/profile/Nathalie-Reuter,WEBnm@: A web application for normal mode analyses of proteins,biology
6923,https://www.researchgate.net/profile/Nathalie-Reuter,Transconformations of the SERCA1 Ca-ATPase: a normal mode study,physics
6924,https://www.researchgate.net/profile/Nathalie-Reuter,The nature of the low-frequency normal modes of the E1Ca form of the SERCA1 Ca2+-ATPase,physics
6925,https://www.researchgate.net/profile/Nathalie-Reuter,Orexins and their receptors: Structural aspects and role in peripheral tissues,biology
6926,https://www.researchgate.net/profile/Nathalie-Reuter,The Elusive Oxidant Species of Cytochrome P450 Enzymes: Characterization by Combined Quantum Mechanical/Molecular Mechanical (QM/MM) Calculations,biology
6927,https://www.researchgate.net/profile/Nathalie-Reuter,Green Fluorescent Proteins: Empirical Force Field for the Neutral and Deprotonated Forms of the Chromophore. Molecular Dynamics Simulations of the Wild Type and S65T Mutant,biology
6928,https://www.researchgate.net/profile/Nathalie-Reuter,The search for a new model structure of beta-Factor XIIa,physics
6929,https://www.researchgate.net/profile/Nathalie-Reuter,"The vibrational overtones of SiH4 isotopomers: Experimental wavenumbers, assignment, ab initio dipole moment surfaces and intensities",physics
6930,https://www.researchgate.net/profile/Nathalie-Reuter,Calibration of the Quantum/Classical Hamiltonian in Semiempirical QM/MM AM1 and PM3 Methods,physics
6931,https://www.researchgate.net/profile/Nathalie-Reuter,Frontier Bonds in QM/MM Methods: A Comparison of Different Approaches,biology
6932,https://www.researchgate.net/profile/Nathalie-Reuter,Modeling enzyme–inhibitor interactions in serine proteases,biology
6933,https://www.researchgate.net/profile/Nathalie-Reuter,Theoretical study of arginine–carboxylate interactions,biology
6934,https://www.researchgate.net/profile/Nathalie-Reuter,Comparison of different approaches for the description of frontier bonds in hybrid QM/MM methods,physics
6935,https://www.researchgate.net/profile/Nathalie-Reuter,A Quantum Chemical Approach to Reactions in Biomolecules,physics
6936,https://www.researchgate.net/profile/Nathalie-Reuter,"PhD thesis, Computational and theoretical Chemistry, summa cum laude, University",biology
6937,https://www.researchgate.net/profile/Nathalie-Reuter,Normal mode analysis of the Ca2+-ATPase based on a comparison between the E1Ca and E2TG structures,biology
6938,https://www.researchgate.net/profile/Nathalie-Reuter,Green fluorescent proteins: Empirical force field for the neutral and deprotonated forms of the chromophore. Molecular dynamics simulation's of the wild type and S65T mutant,biology
6939,https://www.researchgate.net/profile/Sven-Hinderaker,Does distance to healthcare facility affect care-seeking for TB-related symptoms in Tanzania?,biology
6940,https://www.researchgate.net/profile/Sven-Hinderaker,"Variation in maternal mortality in Sidama Regional State, southern Ethiopia: A population based cross sectional household survey",biology
6941,https://www.researchgate.net/profile/Sven-Hinderaker,"Health Workers’ Knowledge and Attitude Towards Intimate Partner Violence: A Descriptive Study in Sidama Region, Southern Ethiopia",biology
6942,https://www.researchgate.net/profile/Sven-Hinderaker,Are pulmonary tuberculosis patients identified by active and by passive case detection different? A cross sectional study in Pakistan,biology
6943,https://www.researchgate.net/profile/Sven-Hinderaker,Fluoroquinolone preventive therapy for children exposed to MDR-TB,biology
6944,https://www.researchgate.net/profile/Sven-Hinderaker,Raising the Age of Purchase and Use of Tobacco Product in Bangladesh: Benefits and Challenges in Protecting Youth from the Tobacco Epidemic,biology
6945,https://www.researchgate.net/profile/Sven-Hinderaker,"Serosurvey, awareness and sensitization on HIV, HBV, HCV and Mycobacterium tuberculosis among community-based population in Mbano, Imo State, Nigeria",biology
6946,https://www.researchgate.net/profile/Sven-Hinderaker,Association between cholera treatment outcome and nutritional status in children aged 2–4 years in Nigeria,biology
6947,https://www.researchgate.net/profile/Sven-Hinderaker,Diagnosis of childhood tuberculosis in Pakistan: Are national guidelines used by private healthcare providers?,biology
6948,https://www.researchgate.net/profile/Sven-Hinderaker,Schistosomiasis hos norske studenter etter opphold i Afrika,biology
6949,https://www.researchgate.net/profile/Sven-Hinderaker,Extending contact screening within a 50-meter radius of an index tuberculosis patient using Xpert MTB/RIF in urban Pakistan: Did it impact treatment outcomes?,biology
6950,https://www.researchgate.net/profile/Sven-Hinderaker,How do private practitioners in Pakistan manage children suspected having tuberculosis? A cross sectional study,biology
6951,https://www.researchgate.net/profile/Sven-Hinderaker,Caesarean section rates analysed using Robson's 10-Group Classification System: A cross-sectional study at a tertiary hospital in Ethiopia,biology
6952,https://www.researchgate.net/profile/Sven-Hinderaker,"Sexual violence against migrants and asylum seekers. The experience of the MSF clinic on Lesvos Island, Greece",biology
6953,https://www.researchgate.net/profile/Sven-Hinderaker,Characteristics of first-time family planning users and methods used at mobile clinics in rural Malawi,biology
6954,https://www.researchgate.net/profile/Sven-Hinderaker,An alumni study of a Master's in international health,biology
6955,https://www.researchgate.net/profile/Sven-Hinderaker,Measuring and addressing the childhood tuberculosis reporting gaps in Pakistan: The first ever national inventory study among children,biology
6956,https://www.researchgate.net/profile/Sven-Hinderaker,Intimate partner violence and maternal depression during pregnancy: A community-based cross-sectional study in Ethiopia,biology
6957,https://www.researchgate.net/profile/Sven-Hinderaker,Mass screening for active case finding of pulmonary tuberculosis in the Russian Federation: how to save costs,biology
6958,https://www.researchgate.net/profile/Sven-Hinderaker,Public Health Action International Union Against Tuberculosis and Lung Disease Health solutions for the poor A comparison of the yield and relative cost of active tuberculosis case-finding algorithms in Zimbabwe,biology
6959,https://www.researchgate.net/profile/Sven-Hinderaker,Challenges and opportunities to prevent tuberculosis in people living with HIV in low-income countries,biology
6960,https://www.researchgate.net/profile/Sven-Hinderaker,Building sustainable operational research capacity in Pakistan: starting with tuberculosis and expanding to other public health problems,biology
6961,https://www.researchgate.net/profile/Sven-Hinderaker,Body and mind: Retention in antiretroviral treatment care is improved by mental health training of care providers in Ethiopia,biology
6962,https://www.researchgate.net/profile/Sven-Hinderaker,Determinants of early child development in rural Tanzania,biology
6963,https://www.researchgate.net/profile/Sven-Hinderaker,"Childhood tuberculosis in Mauritania, 2010–2015: diagnosis and outcomes in Nouakchott and the rest of the country",biology
6964,https://www.researchgate.net/profile/Sven-Hinderaker,"Correction: Management of chronic Hepatitis C at a primary health clinic in the high-burden context of Karachi, Pakistan",biology
6965,https://www.researchgate.net/profile/Sven-Hinderaker,Latent Infection with Mycobacterium tuberculosis,biology
6966,https://www.researchgate.net/profile/Sven-Hinderaker,Recurrent tuberculosis and associated factors: A five - Year countrywide study in Uzbekistan,biology
6967,https://www.researchgate.net/profile/Sven-Hinderaker,"Management of chronic Hepatitis C at a primary health clinic in the high-burden context of Karachi, Pakistan",biology
6968,https://www.researchgate.net/profile/Sven-Hinderaker,"Pre-treatment loss to follow-up among smear-positive TB patients in tertiary hospitals, Quetta, Pakistan",biology
6969,https://www.researchgate.net/profile/Sven-Hinderaker,Persistent 'hotspots' of lymphatic filariasis microfilaraemia despite 14 years of mass drug administration in Ghana,biology
6970,https://www.researchgate.net/profile/Sven-Hinderaker,Population impact of factors associated with prevalent pulmonary tuberculosis in Tanzania,biology
6971,https://www.researchgate.net/profile/Sven-Hinderaker,Did FIDELIS projects contribute to the detection of new smear-positive pulmonary tuberculosis cases in China?,biology
6972,https://www.researchgate.net/profile/Sven-Hinderaker,"Prevalence of pulmonary tuberculosis in adult population of Tanzania: A national survey, 2012",biology
6973,https://www.researchgate.net/profile/Sven-Hinderaker,High mortality in tuberculosis patients despite HIV interventions in Swaziland,biology
6974,https://www.researchgate.net/profile/Sven-Hinderaker,Who Has Mycobacterial Disease? A Cross Sectional Study in Agropastoral Communities in Tanzania,biology
6975,https://www.researchgate.net/profile/Sven-Hinderaker,"Time to ART Initiation among Patients Treated for Rifampicin-Resistant Tuberculosis in Khayelitsha, South Africa: Impact on Mortality and Treatment Success",biology
6976,https://www.researchgate.net/profile/Sven-Hinderaker,Do diabetes mellitus patients adhere to self-monitoring of blood glucose (SMBG) and is this associated with glycemic control? Experiences from a SMBG program in western Kenya,biology
6977,https://www.researchgate.net/profile/Sven-Hinderaker,Who takes the medicine? Adherence to antiretroviral therapy in Southern Ethiopia,biology
6978,https://www.researchgate.net/profile/Sven-Hinderaker,Investigation of presumptive tuberculosis cases by private health providers: lessons learnt from a survey in Pakistan,biology
6979,https://www.researchgate.net/profile/Sven-Hinderaker,Making progress towards food security: evidence from an intervention in three rural districts of Rwanda,biology
6980,https://www.researchgate.net/profile/Sven-Hinderaker,Spontaneous Reporting of Adverse Drug Reactions: An Effective Strategy for Post-marketing Drug Regulation and Safety Surveillance,biology
6981,https://www.researchgate.net/profile/Sven-Hinderaker,Knowledge and Perceptions about Tuberculosis in Agropastoral Communities in Northern Tanzania: A Cross-Sectional Study,biology
6982,https://www.researchgate.net/profile/Sven-Hinderaker,Experienced and Perceived Risks of Mycobacterial Diseases: A Cross Sectional Study among Agropastoral Communities in Northern Tanzania,biology
6983,https://www.researchgate.net/profile/Sven-Hinderaker,Experienced and Perceived Risks of Mycobacterial Diseases: A Cross Sectional Study among Agropastoral Communities in Northern Tanzania,biology
6984,https://www.researchgate.net/profile/Sven-Hinderaker,Factors Associated with Unfavorable Treatment Outcomes in New and Previously Treated TB Patients in Uzbekistan: A Five Year Countrywide Study,biology
6985,https://www.researchgate.net/profile/Sven-Hinderaker,How Has the Free Obstetric Care Policy Impacted Unmet Obstetric Need in a Rural Health District in Guinea?,biology
6986,https://www.researchgate.net/profile/Sven-Hinderaker,Can the number of patients with presumptive tuberculosis lost in the general health services in Pakistan be reduced?,biology
6987,https://www.researchgate.net/profile/Sven-Hinderaker,Health care-seeking behaviour among people with cough in Tanzania: Findings from a tuberculosis prevalence survey,biology
6988,https://www.researchgate.net/profile/Sven-Hinderaker,Doing No Harm? Adverse Events in a Nation-Wide Cohort of Patients with Multidrug-Resistant Tuberculosis in Nigeria,biology
6989,https://www.researchgate.net/profile/Sven-Hinderaker,Good clinical outcomes from a 7-year holistic programme of fistula repair in Guinea,biology
6990,https://www.researchgate.net/profile/Sven-Hinderaker,Infective endocarditis in Ethiopian children: A hospital based review of cases in Addis Ababa,biology
6991,https://www.researchgate.net/profile/Sven-Hinderaker,Burden of isolation for multidrug-resistant organisms in a tertiary public hospital in Southern Brazil,biology
6992,https://www.researchgate.net/profile/Sven-Hinderaker,Providing emergency care and assessing a patient triage system in a referral hospital in Somaliland: A cross-sectional study,biology
6993,https://www.researchgate.net/profile/Sven-Hinderaker,"Stillbirths at a hospital in Nablus, 2010: a cohort study",biology
6994,https://www.researchgate.net/profile/Sven-Hinderaker,Open access for operational research publications from low-and middle-income countries: Who pays?,biology
6995,https://www.researchgate.net/profile/Sven-Hinderaker,Public Health Action for public health action,biology
6996,https://www.researchgate.net/profile/Sven-Hinderaker,Success of active tuberculosis case detection among high-risk groups in urban slums in Pakistan,biology
6997,https://www.researchgate.net/profile/Sven-Hinderaker,Public Health Action International Union Against Tuberculosis and Lung Disease Health solutions for the poor Investigation of presumptive tuberculosis cases by private health providers: lessons learnt from a survey in Pakistan,biology
6998,https://www.researchgate.net/profile/Sven-Hinderaker,The Structured Operational Research and Training Initiative for public health programmes,biology
6999,https://www.researchgate.net/profile/Sven-Hinderaker,Research to policy and practice change: Is capacity building in operational research delivering the goods?,biology
7000,https://www.researchgate.net/profile/Sven-Hinderaker,"Estimating tuberculosis burden and case detection in Pakistan (International Journal of Tuberculosis and Lung Disease (2014) 18, 1 (55-60) DOI: 10.5588/ijtld.13.0198)",biology
7001,https://www.researchgate.net/profile/Sven-Hinderaker,Estimating tuberculosis burden and case detection in Pakistan,biology
7002,https://www.researchgate.net/profile/Sven-Hinderaker,"RE: Applying the ICMJE authorship criteria to operational research in low-income countries: The need to engage programme managers and policy makers by Zachariah et al. (2013) TMIH 18, pp. 1025-1028",physics
7003,https://www.researchgate.net/profile/Sven-Hinderaker,"Is resistance to anti-tuberculosis drugs associated with type 2 diabetes mellitus? A register review in Beijing, China",biology
7004,https://www.researchgate.net/profile/Sven-Hinderaker,Intensive-Phase Treatment Outcomes among Hospitalized Multidrug-Resistant Tuberculosis Patients: Results from a Nationwide Cohort in Nigeria,biology
7005,https://www.researchgate.net/profile/Sven-Hinderaker,"High attrition among HIV-infected patients with advanced disease treated in an intermediary referral center in Maputo, Mozambique",biology
7006,https://www.researchgate.net/profile/Sven-Hinderaker,"Can Timely Vector Control Interventions Triggered by Atypical Environmental Conditions Prevent Malaria Epidemics? A Case-Study from Wajir County, Kenya",biology
7007,https://www.researchgate.net/profile/Sven-Hinderaker,Active and passive case detection strategies for the control of leishmaniasis in Bangladesh,biology
7008,https://www.researchgate.net/profile/Sven-Hinderaker,Provider-initiated HIV testing and counselling for TB in low HIV prevalence settings: Is it worthwhile?,biology
7009,https://www.researchgate.net/profile/Sven-Hinderaker,National profile and treatment outcomes of adult smear-negative pulmonary TB patients in Benin,biology
7010,https://www.researchgate.net/profile/Sven-Hinderaker,"High prevalence of tuberculosis diagnosed during autopsy examination at Muhimbili National Hospital in Dar es Salaam, Tanzania",biology
7011,https://www.researchgate.net/profile/Sven-Hinderaker,"Diabetes mellitus and tuberculosis: Pattern of tuberculosis, two-month smear conversion and treatment outcomes in Guangzhou, China",biology
7012,https://www.researchgate.net/profile/Sven-Hinderaker,References for scientific papers: why not standardise to one global style? [Notes from the field],physics
7013,https://www.researchgate.net/profile/Sven-Hinderaker,"Oops, what about ethics?",math
7014,https://www.researchgate.net/profile/Sven-Hinderaker,Are sputum samples of retreatment tuberculosis reaching the reference laboratories? A 9-year audit in Tanzania,biology
7015,https://www.researchgate.net/profile/Sven-Hinderaker,High loss to follow-up following obstetric fistula repair surgery in rural Burundi: is there a way forward?,biology
7016,https://www.researchgate.net/profile/Sven-Hinderaker,Applying the ICMJE authorship criteria to operational research in low-income countries: The need to engage programme managers and policy makers,biology
7017,https://www.researchgate.net/profile/Sven-Hinderaker,Paediatric in-patient care in a conflict-torn region of Somalia: are hospital outcomes of acceptable quality?,biology
7018,https://www.researchgate.net/profile/Sven-Hinderaker,"The burden and outcomes of childhood tuberculosis in Cotonou, Benin",biology
7019,https://www.researchgate.net/profile/Sven-Hinderaker,Public Health Action Lost in time and space: the outcome of patients transferred out from large hospitals InternaƟ onal Union Against Tuberculosis and Lung Disease Health soluƟ ons for the poor,biology
7020,https://www.researchgate.net/profile/Sven-Hinderaker,Care-Seeking and Management of Common Childhood Illnesses in Tanzania – Results from the 2010 Demographic and Health Survey,biology
7021,https://www.researchgate.net/profile/Sven-Hinderaker,Comparing HIV prevalence estimates from prevention of mother-to-child HIV transmission programme and the antenatal HIV surveillance in Addis Ababa,biology
7022,https://www.researchgate.net/profile/Sven-Hinderaker,Does the 65 cm height cut-off as age proxy exclude children eligible for nutritional assessment in Bangladesh?,biology
7023,https://www.researchgate.net/profile/Sven-Hinderaker,Severe acute maternal morbidity and associated deaths in conflict and post-conflict settings in Africa,biology
7024,https://www.researchgate.net/profile/Sven-Hinderaker,Timing of antiretroviral therapy and effects on tuberculosis treatment outcomes in HIV-co-infected patients in Malawi,biology
7025,https://www.researchgate.net/profile/Sven-Hinderaker,Is One Sputum Specimen as Good as Two during Follow-Up Cultures for Monitoring Multi Drug Resistant Tuberculosis Patients in India?,biology
7026,https://www.researchgate.net/profile/Sven-Hinderaker,Operational research training: the course and beyond,biology
7027,https://www.researchgate.net/profile/Sven-Hinderaker,Tuberculosis treatment outcomes among retreatment patients registered by private practitioners in Myanmar,biology
7028,https://www.researchgate.net/profile/Sven-Hinderaker,"Factors associated with severe disease from malaria, pneumonia and diarrhea among children in rural Tanzania – A hospital-based cross-sectional study",biology
7029,https://www.researchgate.net/profile/Sven-Hinderaker,Sexual violence in post-conflict Liberia: Survivors and their care,biology
7030,https://www.researchgate.net/profile/Sven-Hinderaker,Unfulfilled expectations to services offered at primary health care facilities: Experiences of caretakers of underfive children in rural Tanzania,biology
7031,https://www.researchgate.net/profile/Sven-Hinderaker,Language in tuberculosis services: Can we change to patient-centred terminology and stop the paradigm of blaming the patients?,biology
7032,https://www.researchgate.net/profile/Sven-Hinderaker,"High initial default in patients with smear-positive pulmonary tuberculosis at a regional hospital in Accra, Ghana",biology
7033,https://www.researchgate.net/profile/Sven-Hinderaker,INT J TUBERC LUNG Language in tuberculosis services: can we change to patient-centred terminology and stop the paradigm of blaming the patients? South Africa; *** Academic Model Providing Access to Healthcare (AMPATH)/Moi Teaching & Referral Hospital,biology
7034,https://www.researchgate.net/profile/Sven-Hinderaker,Longer delay in accessing treatment among current smokers with new sputum smear-positive tuberculosis in Nepal,biology
